SK_ID_CURR,TARGET_app
359589,0
438126,0
123687,0
359897,0
303160,0
266335,0
364992,0
122818,0
282591,0
103557,0
350285,0
194390,0
300152,0
242424,0
273328,0
280431,0
339603,0
330697,0
276096,1
276381,0
442957,1
108047,0
139734,0
237110,0
119349,0
143666,0
262435,0
290685,0
437412,0
176379,1
298120,0
301747,0
134737,1
335768,0
199508,0
304097,0
409598,0
443398,0
369473,1
302794,0
118516,0
214688,0
336189,0
100962,0
267809,0
368879,0
233973,0
431993,0
119325,0
201305,0
121024,0
186388,0
294712,0
233771,1
130957,0
336460,0
227127,0
419359,0
276630,1
405659,0
269430,0
319636,0
289461,0
284594,0
430052,0
194282,0
353272,0
282003,0
316518,0
152089,0
291225,0
372873,0
246967,1
132011,0
406807,1
274884,0
426499,0
228359,0
228344,0
126154,0
177115,0
176747,0
260951,0
296385,0
126542,0
156906,0
312489,0
405146,0
426587,0
206568,1
216947,0
148994,0
317589,0
210643,0
202597,0
125623,1
243043,0
122187,0
166492,0
103926,0
445611,1
263581,0
383147,0
240361,0
405557,0
363499,1
346837,0
217694,0
212038,0
350518,0
145329,1
451619,0
425956,0
245383,0
239584,0
235028,0
382480,0
417472,0
287659,0
295329,0
323764,0
194931,0
143297,0
268659,0
226589,0
179284,0
131636,0
210685,0
317559,0
234334,0
352359,0
152249,1
415748,0
100967,0
323214,0
248817,0
131297,1
344125,0
185539,0
125383,0
219899,0
161669,0
391250,0
290196,0
224601,0
366354,0
177000,1
150298,0
191339,1
242778,0
259220,0
110464,0
268554,0
182289,0
178289,0
131660,0
233029,0
398111,0
448086,0
326529,0
390926,1
348639,0
411928,0
427117,0
166864,0
146989,0
406335,0
390462,1
215836,0
377709,0
397612,0
198124,0
452185,0
117386,1
291199,0
287316,0
136647,0
215026,0
150644,0
166069,0
445376,0
354879,0
360299,0
421425,1
322228,0
279516,0
280468,0
251912,0
235387,0
381017,0
169647,1
139540,0
222798,1
169586,0
347305,0
436368,0
451751,0
420015,1
320862,0
238187,0
402461,0
350722,0
321142,0
339376,0
329849,0
353281,0
288999,0
367574,1
384115,1
443786,0
169797,0
119220,0
158907,1
342551,0
388752,0
195302,1
155996,0
436398,1
244413,0
313316,0
359221,0
158415,0
265640,0
250943,0
391695,0
154617,0
266969,1
396847,0
323004,0
122035,0
185417,0
189448,0
339420,0
201377,0
228942,0
266075,0
122586,0
197972,0
142113,0
245508,0
256062,0
132040,0
280398,0
148565,0
254227,0
332099,0
353754,0
288288,0
225787,0
331476,0
365207,0
327409,0
280896,0
425534,0
382623,0
115698,0
270946,0
157102,0
416009,0
236653,0
105004,0
430480,0
238105,0
235184,0
292884,0
261910,0
169630,0
352011,0
209658,0
117725,0
211033,0
161402,0
160241,0
129020,0
349721,0
124097,0
407004,0
192554,0
220966,0
113825,0
410454,0
371524,0
156590,0
306550,0
350553,0
392131,0
170604,0
443277,0
276565,0
376104,0
313014,0
181669,0
295658,0
109062,0
411379,0
431184,0
324510,0
207084,0
377905,0
327343,0
405782,1
248414,0
173916,0
248273,0
202086,0
338608,0
147241,0
178485,1
427529,0
132856,0
301807,0
431555,0
388871,1
384349,0
213373,0
445901,0
125095,1
140159,0
390765,0
334464,0
240842,0
224468,0
426614,1
258540,0
168670,0
453742,0
179532,1
354019,0
332826,0
407212,0
175059,0
450474,0
307342,1
406991,0
182029,0
257841,0
233046,0
229305,0
362204,0
236427,0
246549,0
412136,0
378368,0
132354,0
198755,0
137374,0
127419,0
140404,0
170989,1
319419,0
155940,0
417592,0
343548,0
155000,0
230399,0
402903,0
211168,0
402190,0
112067,1
107273,1
293499,0
226989,0
143113,1
128179,0
440008,0
308809,0
262288,0
406659,1
177132,1
261945,0
352994,0
447045,0
415196,0
201464,0
114832,0
228699,0
241944,0
348751,0
363218,0
428043,0
246391,0
217840,0
160420,0
276847,0
346227,0
314512,0
399002,0
291998,0
119974,0
314175,0
133106,0
234351,0
154914,0
406200,0
331147,0
225730,0
247303,0
167469,0
434953,0
329875,0
330877,0
158896,0
107904,0
419661,0
248143,0
426040,0
227651,0
275944,0
202903,0
250637,0
443852,1
394558,1
381812,0
387768,0
388022,0
409491,0
373176,0
265155,0
155558,0
416145,0
143110,0
123701,0
178505,0
447351,0
318054,0
325353,0
331195,0
311667,0
170597,0
228760,0
223530,0
132313,0
364555,0
396485,0
305691,0
116444,0
399695,0
342076,0
298763,0
355376,0
285547,0
226384,1
304236,0
381885,0
439182,0
144103,0
123350,0
346632,0
261777,0
109765,0
134931,1
366989,0
248168,0
374309,0
319940,0
376280,0
341723,0
208528,0
279792,0
185912,0
209959,0
115774,0
323583,0
244879,1
154232,0
345787,0
372207,0
419529,0
455066,0
112181,0
132714,0
413253,0
235536,0
410023,0
146998,0
120006,0
383735,1
378264,1
236620,0
429748,0
131820,0
106468,0
219168,0
401034,0
343465,0
182270,0
121339,0
415131,0
430794,1
186955,0
204396,0
285794,0
283277,0
183380,0
137945,0
205990,0
308296,0
454749,0
305802,1
265396,0
253553,0
234002,0
110521,0
113914,0
124524,0
454029,0
117992,1
146459,0
425362,0
169127,1
285317,0
443370,0
398266,1
295057,0
320055,0
150079,1
397623,0
276718,0
228798,0
377167,0
199266,0
369850,1
247980,0
261844,0
387704,0
403941,0
384093,0
422314,0
419502,0
225980,0
419617,0
274009,0
367470,0
184426,0
106651,0
391660,1
211048,0
253571,0
209792,0
381384,0
276499,0
115993,0
323945,0
326386,0
180778,0
365015,0
358262,0
446633,0
222484,0
437600,0
202858,0
200596,0
371404,0
174215,0
262139,0
238212,0
123293,0
438344,0
407182,0
357131,0
180089,0
380464,0
402213,0
263372,0
296202,0
183684,1
269184,0
129941,0
421389,0
319495,0
323629,0
341863,0
443228,0
415717,0
115503,0
218655,0
211845,0
285093,0
253880,0
312644,0
101533,0
191370,0
246232,0
370468,1
450490,0
454434,0
404980,0
150795,0
122484,0
227810,1
362878,0
313068,0
449926,0
245081,1
304673,0
175234,0
134398,0
203050,0
210325,0
116497,0
225871,0
413741,0
309883,1
105204,0
345051,0
356094,0
424810,0
352661,0
316950,0
361561,0
405760,0
406081,0
374591,0
352066,0
223023,0
336625,0
345282,0
314243,0
418429,1
345954,1
272324,0
314872,1
257643,0
443870,0
337541,0
141984,0
230527,0
128466,0
210069,0
385224,0
173538,0
253382,0
121625,0
162706,0
153913,0
394234,0
203248,0
234780,0
128998,0
279149,0
400578,0
266778,0
449431,0
375486,0
362574,0
272206,0
337021,0
452086,0
107231,0
127438,1
367729,0
180351,0
212545,0
442323,0
171536,0
325244,0
234009,0
119714,0
401258,0
192249,0
346114,0
131177,0
227983,0
352370,0
290402,0
314668,1
273852,1
136483,0
288452,0
177401,0
398036,0
317980,0
266212,0
373546,0
379414,0
411280,0
368102,0
277955,0
167010,0
161026,0
329027,0
109677,0
164688,0
116370,0
295847,0
244071,1
192217,0
139292,0
169651,0
180555,0
368462,0
167483,0
204363,0
306953,0
276624,0
313739,0
391708,0
278803,0
248393,0
321391,0
266032,0
379096,0
347231,0
406869,0
430830,0
409397,0
440010,0
385363,0
395035,0
151564,1
112509,0
231570,0
110398,0
315303,0
299302,0
407043,0
229916,0
146054,0
199725,0
278576,0
218730,0
207816,1
338601,0
275283,0
416033,0
229690,0
343213,1
382361,0
177987,0
147727,0
230007,0
414819,0
116268,0
215550,1
442268,0
365124,0
387535,0
308790,1
166205,0
140841,1
313735,0
304979,0
203362,0
251644,0
243814,0
188525,0
176879,0
407579,0
307407,0
448975,0
343946,0
166637,1
390229,1
232607,0
153349,1
357345,0
358495,0
130022,0
230904,0
181177,0
268314,0
362865,0
202149,0
271491,0
184091,0
454585,0
302776,0
289457,0
139009,0
355800,0
182326,0
212058,0
231041,0
266522,0
303334,0
125850,0
218179,0
295469,0
285860,0
327049,1
296468,0
226603,0
236649,1
303198,0
145671,0
107491,0
453624,0
269988,0
127058,0
241517,0
370870,0
400652,0
319760,0
352090,0
398499,0
142517,0
434673,0
372178,0
329380,0
444241,0
151807,0
252923,0
110513,0
235976,1
323307,0
241621,1
130660,0
396845,0
288901,1
375094,0
234398,0
130716,0
219186,0
269730,0
400423,0
367528,0
275533,0
204671,0
238324,0
431442,1
250406,0
146659,0
126244,1
154295,0
385913,0
317273,0
377378,0
236923,0
373139,0
119089,0
257139,0
132481,0
241334,0
242669,0
445023,0
174380,0
222771,0
227877,0
280942,0
221634,0
374089,0
354667,0
246993,0
402406,0
395733,0
163476,0
365040,0
397284,0
127980,1
426810,0
209221,0
408537,0
256925,0
181033,0
382069,0
289509,0
366513,0
314616,0
428284,1
367102,0
320537,0
359678,0
437257,0
210755,0
276532,0
110198,0
190907,1
369991,0
186399,0
300500,0
358646,0
227704,0
250110,0
401122,0
403035,1
265018,0
179807,0
317188,0
200968,0
394947,0
387102,0
154943,0
207879,0
412347,0
151932,0
157396,1
119328,0
370962,0
413682,0
422083,0
139848,0
311186,0
268899,0
297758,0
200549,0
240957,0
398364,1
381659,0
391899,0
241068,0
396545,1
340102,0
237985,0
415696,0
436431,0
417677,0
116249,0
343546,0
447956,0
283405,0
277789,1
153693,0
299240,0
271774,0
100177,0
135247,0
119175,0
143516,0
111122,0
428856,0
110884,0
214596,0
176342,0
176247,0
127669,0
275475,0
268578,0
150692,0
445646,0
433765,0
429904,0
109776,0
249109,0
259099,0
209065,0
344457,0
408375,0
105042,1
143893,0
283562,0
157302,0
183943,0
336335,0
437253,0
225965,0
257418,0
240199,0
295491,0
354969,0
149162,0
194006,0
241972,0
225125,0
247010,0
361509,0
151120,0
359942,1
337879,0
272341,0
127846,0
267217,0
397134,0
394051,0
166346,0
314408,0
171421,0
281713,0
421496,0
205650,0
164366,0
321461,0
273938,0
306310,0
294046,0
353015,0
111767,0
225026,0
211595,0
326743,0
317733,0
355141,0
377513,0
271628,0
408737,0
311389,0
407440,1
194082,0
316961,0
430704,0
236817,1
151813,0
123933,0
252148,0
140932,0
195599,0
398799,0
336886,0
443314,0
272690,0
192546,0
116636,0
362868,0
316925,0
389938,0
439967,0
319518,0
340367,0
365702,0
246098,0
186455,0
273805,0
275266,0
222647,0
115811,0
379688,0
153140,0
203435,1
122079,1
425589,0
186966,1
155499,0
180585,0
441593,0
407722,0
183056,0
197843,0
165195,0
253097,0
163168,0
444775,0
363816,0
126998,0
130767,0
180552,0
452911,0
168297,0
452615,0
373321,0
181595,0
188114,0
311622,0
313886,0
254693,0
136137,0
290071,0
363474,0
205929,0
133961,0
154873,0
141419,0
276400,0
176742,0
150248,0
366487,0
233614,0
331146,1
228009,0
267280,0
417370,0
267545,0
406223,0
392902,0
331298,1
258238,0
124941,0
135668,0
296283,0
446231,0
449380,0
340974,0
314232,0
394449,0
449374,0
260996,0
135889,0
336765,0
177041,0
117367,0
397486,0
449400,0
204041,0
150149,0
380645,0
124251,0
327289,0
445677,0
283956,0
360915,0
100417,0
257866,0
303674,0
428270,0
435287,0
375387,0
117489,0
232857,0
176636,0
453555,0
103949,0
162226,0
213250,0
332385,0
135696,0
217969,0
124382,0
454187,0
241791,0
425866,0
234883,0
195673,0
143782,0
408095,0
128790,0
370722,0
394188,0
191313,1
452738,0
367105,0
296579,0
140897,0
325750,0
134254,0
393371,0
137362,0
393863,0
271974,0
417366,0
153861,0
245662,0
249356,1
165398,0
125219,0
437601,0
379805,0
335437,1
420962,0
185994,0
229088,0
249287,0
442377,0
287200,0
419011,0
391931,0
307685,0
276634,0
111307,0
267429,0
354506,0
311143,0
149271,0
428128,0
197987,0
306277,0
129645,1
399963,0
211671,0
423810,0
244287,0
397826,0
188605,0
437962,0
313958,0
322365,1
172817,0
319306,0
294137,0
311804,1
111361,0
109036,0
382889,0
103015,0
338326,0
351673,0
187465,0
265387,0
443449,0
380516,0
398874,0
402629,0
134136,1
444924,0
134205,0
347704,1
369135,0
114091,0
157693,0
276452,1
325156,0
310185,1
454129,1
441109,0
240283,0
448325,1
155891,0
127817,0
208009,0
158605,0
107718,1
320868,0
107859,0
238233,0
407271,0
456081,0
342859,0
132122,0
103521,0
186164,0
187925,0
396379,0
402842,0
122810,0
115154,0
360491,0
296235,0
251595,0
163732,0
433801,1
194214,0
127060,0
432159,0
186183,1
125400,0
440224,0
277941,0
397434,0
358686,0
125782,0
342760,0
424371,0
258624,0
210233,0
238560,0
451687,0
177351,0
135178,0
305549,1
233857,0
278492,0
236770,0
397578,0
137159,0
373068,0
237356,0
442725,0
262476,0
381869,0
408673,0
347449,0
378727,0
279879,0
287326,0
234919,0
163002,0
260693,0
417337,1
352832,0
219143,1
291228,0
362509,0
361893,0
361201,1
403197,0
280528,0
402549,0
393635,0
330941,0
433176,0
252279,0
198271,0
230759,0
205387,0
409675,0
446438,0
234800,0
304665,1
310299,0
293961,0
414506,0
127238,0
338079,1
304342,1
105980,0
399679,0
441296,0
250269,1
252988,0
246255,0
408693,0
142306,0
169408,0
456160,0
421419,0
172811,0
207716,0
433679,0
429892,0
454917,0
126367,0
247579,0
361950,0
104418,0
113935,0
307582,0
236188,0
223324,0
196410,1
258059,0
455230,0
433904,0
321709,0
323739,0
376762,0
120322,0
309029,0
283493,0
108309,0
220389,0
279185,0
359413,0
420378,0
135871,0
122252,0
417027,0
396118,1
439217,0
425115,0
330113,0
158658,0
255120,0
149515,0
187982,0
351219,0
342714,0
428209,0
452175,0
231990,0
376783,0
195054,0
105498,0
122870,0
112292,0
332648,1
325518,0
322638,0
135120,0
136816,0
395844,1
432934,0
443906,0
365834,0
132887,0
105826,0
338269,0
149442,1
330472,0
100113,0
336269,0
280174,0
215659,1
276286,0
380999,0
238759,0
172675,0
348437,0
180251,0
266416,0
421057,0
161811,0
274629,0
237482,0
255022,0
111109,0
110262,0
217884,0
147125,0
290993,1
283332,0
139464,0
267218,0
197090,0
264643,0
417242,0
186762,0
185817,0
414971,0
176463,0
160773,0
401769,0
416101,0
198448,1
402935,0
296846,0
181710,0
196545,0
143560,0
152252,0
172932,1
193637,0
348541,0
240436,0
240580,0
170766,0
325285,0
111430,0
437165,0
190945,1
303119,0
213875,0
361045,0
395618,0
322745,0
286448,0
262582,0
237198,1
326572,0
196134,0
239345,0
409843,0
201976,0
140082,1
403813,1
423603,0
364037,0
361899,0
407851,0
210495,0
407480,0
317913,0
361850,0
113264,0
289969,0
120604,0
329649,0
351009,0
210675,0
206105,0
391651,0
386131,0
242705,0
398098,1
329227,0
365845,0
115606,0
355907,0
369668,0
217122,0
181819,0
198537,0
116143,0
357987,0
209490,0
256192,0
446259,0
231126,0
163644,0
319920,0
402162,0
452633,0
265781,0
329951,0
403617,0
303221,0
179023,0
105372,0
183515,0
262444,0
132350,0
411160,0
236877,0
420656,0
289582,0
214061,0
456023,0
369405,0
212543,0
205772,0
330365,0
431339,0
332218,1
421324,0
358326,0
339130,0
181680,0
166556,0
273290,0
297836,0
250540,0
128585,0
365580,0
238745,0
176110,0
372227,0
239176,0
415842,0
184233,0
222669,0
187695,0
106903,0
177166,0
252266,0
433135,0
131997,0
191201,0
345667,0
284332,0
320388,0
108328,0
148318,0
440188,0
283628,0
433712,0
118469,0
317293,0
396024,0
340275,0
100314,0
317861,0
277115,0
148844,0
284539,0
416441,0
347382,1
444138,0
243010,0
114362,0
236155,0
311007,0
211383,0
215117,0
161901,0
223222,0
371369,0
119620,0
407113,0
157853,0
340184,0
341453,0
145851,0
318888,0
421773,0
142607,0
350630,0
195478,0
262901,0
136165,0
291057,0
315266,0
142463,0
358497,0
303697,0
105561,0
265373,0
124025,0
177481,0
189523,0
209264,0
348058,0
252695,0
372174,0
235088,0
257965,1
274249,0
410776,0
211797,0
421281,0
102530,0
222099,0
314536,0
420575,0
165717,0
157605,0
422104,0
349894,0
294092,0
313993,0
404426,0
155439,0
163277,1
327788,0
108004,0
115727,0
413827,0
204067,0
241099,1
418643,0
434965,0
359664,0
316736,0
455511,0
192803,0
126960,0
220541,0
233148,0
429672,0
117189,0
443218,0
283377,1
127287,0
163441,0
161904,0
277358,0
440539,0
195222,0
105793,0
135097,0
123758,0
404355,0
132805,0
342319,0
390071,0
443719,0
145744,0
273324,0
296964,0
282310,0
200428,0
342791,0
277374,0
291766,0
148925,0
156029,0
405254,1
280002,0
207191,0
369815,0
415274,0
353521,0
142158,0
256597,1
333876,0
201655,0
102623,0
218457,0
375228,0
328207,0
223837,0
394746,0
204833,0
126306,0
394094,0
210098,0
128338,1
196059,0
240533,0
170761,0
216600,0
110003,0
449908,1
140099,0
233218,1
222681,0
343167,0
403161,0
109574,0
349998,1
281615,0
158186,0
227421,0
216263,0
372479,0
330204,0
218638,0
115768,0
230862,0
209583,0
152177,0
412161,0
429888,0
244133,0
441584,0
124338,0
283481,0
385644,0
219858,0
401393,0
296406,0
285452,0
316729,0
212358,0
268909,0
266854,0
372383,0
252071,0
386076,0
313719,0
183978,0
117372,0
344168,0
421150,0
339423,1
384328,0
334884,0
184245,0
420597,0
341232,0
339804,0
403806,0
411857,0
221414,0
105188,0
348867,0
282897,0
381386,0
284810,0
144397,1
357836,0
366188,0
404731,0
120398,0
274442,0
347673,0
196870,0
290907,0
151580,0
254388,0
136518,0
